tweet_count;username;text;created_at;retweets;likes;sentiment
76;itswilson8;VeChain is one of the crypto that's in my portfolio and solving a big real world problem. 1. Luxury good validation 2. Partnership with PWC, gov, DNV3. tracking food quality4. supply chainHere's a complete guide - $VEN crypto;2018-01-29;0;4;0.24999999999999997
77;PwC_EU_Services;34 Digital Innovation Hubs that have qualified for the Smart Factories programme will receive support from PwC and Oxentia ;2018-01-29;0;1;0.10714285714285714
78;Mama Doughson;IFRS 15 implementation should be 'live' now.  Check your approach with @pwc IFRS 15 series of videos, covering key aspects.  Your guide, our specialist @kwoods0094 via @YouTube;2018-01-29;14;17;0.06818181818181818
79;Thea McNaught-Reynolds;Proud to be part of the fantastic PwC sales and marketing team, which delivers fantastic thought leadership and continuously seeks to innovate. Can't wait to reimagine the possible with them at our away day this week!clientsinsightsoutcomes;2018-01-29;3;8;0.4
80;Jefferson PeeWee C;Jags win!! 1-0!! ;2018-01-28;3;11;1
81;Jefferson PeeWee C;Great job boys! Trummel gets the hard hat for a shut out tournament!;2018-01-28;5;14;0.3177083333333333
82;Deepak Taneja;PwC appeals two-year ban on audits in India ;2018-01-29;0;0;0
83;State Lights;Coming soon  PeaceWillCome PWC;2018-01-28;3;3;0
84;Guardian Finance Jobs;Senior Manager, Investment Management - Private Equity, Tax - London (Central) - PwC ;2018-01-28;0;0;0
85;Ashu;A survey done by PwC involving CEO's found that India is top 5 fav destination for global investments.Liberals need not believe this as sure shot only smart and effective ppl were spoken to. Which no liberal can ever be.;2018-01-28;44;39;0.30238095238095236
86;Jefferson PeeWee C;Squirt B takes on OMG today at 2 for 1st place hardware @ IGH Comm Center. Come cheer on your Jags!;2018-01-28;3;7;-0.125
87;Peter Sainsbury ;"US tax reform to have positive impact on metals &amp; mining M&amp;A - PwC";2018-01-28;0;0;0.22727272727272727
88;Mobile Tech Assn MI;Did you know: 40% of Dr's say they could eliminate up to 30% of office visits thru mobile health strategies? via PWC 'Healthcare Unwired';2018-01-28;0;0;0
89;PWC Trader;41 days until we spring forward and evenings can be spent like this.;2018-01-28;0;0;-0.1
90;Nicolas Bombourg;8 key IoT trends in 2018 via PwC. AI SmartHome Wearables InternetOfThings ConnectedCar IIoT Digital BigData DataAnalytics DataScience IoE;2018-01-29;0;0;0
91;Sriram;India has emerged as 5th most attractive market for investments. A survey of CEOs by global consultancy PwC. FDI in India surged 17% to over $25 billion during the First half of the current financial year. Private investment for the first time topped $60 billion in 2016-17.;2018-01-28;32;67;0.18148148148148147
92;Nicolas Bombourg;8 rpa questions to mind your own bots via PwC! ai robotics automation software rpa corpgov boardofdirectors;2018-01-29;0;0;0.75
93;Erika;.@PNats42 have received an extension from PWC to remain at the Pfitz through 2020, waiting on waiver approval from MiLB. They say the new stadium location is ~30 min away and should be ready in 2020;2018-01-29;5;18;0.16818181818181818
94;Chris Neill;Happy DataProtectionDay today. With only 4 months to go until GDPR is live, here’s some thoughts on the impact for private businesses DataPrivacyDay PwC;2018-01-28;3;6;0.2340909090909091
95;Jorge Liauw Calo;Are you (almost) graduated from your University, looking for a great way to start your career, and interested in building a more secure information society? Join PwC’s Fast Track in Cyber Security. CyberSecurity PwC;2018-01-28;0;0;0.43000000000000005
96;PwC Indonesia;What’s behind the optimism – and just how far does it reach? Our CEOSurvey has the details: ;2018-01-29;1;2;-0.15000000000000002
97;Cindy;Check out In The Pines by Cindy Larson - ;2018-01-28;6;10;0
98;Nige Roberts-Willson;Eight ways Artificial Intelligence can help save the planet  WEF18 PwC  AI ;2018-01-28;4;11;-0.6
99;Guardian HR Jobs;Resource Manager: Belfast - Belfast - PwC ;2018-01-28;0;0;0
100;PWC Trader;We do our shoveling in the summer months ;2018-01-27;0;0;0
101;Patrick Connolly;VOTE YES ON THE @evergreenps 2018 FACILITATES BOND! EnvisionEvergreen ThunderFamily ;2018-01-27;3;10;0
102;GTP;Who said what at Davos 2018 CEOSurvey WorldEconomicForum WEF IndiaMeansBusiness IndiaAtDavos WEFLIVE WEF2018 WorldEconomicForum2018 PwC finance innovation CircularEconomy DataScience BigData MachineLearning chatbots hrtech;2018-01-28;2;3;0
103;itswilson8;Vechain highlights $VEN- luxury goods validation- Uses RFID sensors to track supply chain- In house technology, strong IOT team- Partnership with PWC/DNV- Extremely strong in-house IOT team crypto blockchain vechain bitcoin;2018-01-28;1;2;0.43333333333333335
104;Prince William County Police Department;"*INCIDENT: Shooting Investigation | Woodbridge;";2018-01-27;5;7;0
105;Gambit;If your girl works at PWC or KPMG, my condolences.;2018-01-26;20;15;0
106;Dara Kirton;Tackle tech skills and greater trust may follow – PwC LLP – Medium;2018-01-27;0;0;0.5
107;Nicolas Bombourg;2018 global economy? PwC projects 4% growth in GDP purchasing power parity (PPP) terms, fastest since 2011, adding $5 trillion to global output.  emergingmarkets megatrends fintech ecommerce insurtech payments digitalbanking …;2018-01-27;1;0;0
108;Nicolas Bombourg;RT MikeQuindazzi: An introduction to EmergingTechnologies via PwC. MikeQuindazzi Hashtags AI IoT Cloud AR VR Blockchain Robotics Report URL;2018-01-27;3;4;0
109;Kevin Ellis CBE;A big thank you and well done to the cast and crew of @PwCPanto. Another brilliant production - thoroughly entertaining and a fantastic fundraising effort. Enjoy tonight ourvalues @PwC_UK;2018-01-27;14;61;0.43999999999999995
110;Azima Ahmad Zahdi;Fun in the Sun at @SunwayLagoonMY ! Thanks @PwC_Malaysia’s sports club (KSP) for organising the family day! KSPFamilyday2018;2018-01-27;3;14;0.3125
111;Nicolas Bombourg;RT Ronald_vanLoon: 5 Questions on Digital Transformationby MikeQuindazzi realnaz_ pwc |DigitalTransformation Industry40 APIs Marketing Business RT;2018-01-27;1;4;0
112;PWC_PD_Scanner;Inlet Pl Montclair VA 22025. Possible 2 males with guns fled a domestic scene. 1 had a bb gun the other had a real gun. 1 male threatened the caller with a gun. Both suspects are known to PD and were last seen running toward Spring Branch Blvd.;2018-01-28;1;1;0.012500000000000002
113;Joey Lazor;Great dome stair blow and ropes! Now off to don bosco to run practice at 530 gettingbetter alwayslearning improveeverday IAWC PWC;2018-01-26;0;5;1
114;Nicolas Bombourg;Biggest week for the US IPO market in nearly 4 years! 9 IPOs priced raising $3.8 billion. hashtag pwc startups emergingtechnologies biotech software cloud ai iot fintech insurtech report;2018-01-27;1;0;0.125
115;Jack Smies;8 ways AI applications play in HealthCare. ArtificialIntelligence HealthTech Robotics VR;2018-01-27;12;6;0
116;PWC;Conference Registration can be reached by clicking on the 2018 Conference logo below or on the conference logo at the top of the 2018-Washington-DC-Conference page on the website. conference pwcinc;2018-01-27;0;0;0.5
117;PWC_PD_Scanner;PWCDFR performing a dual medevac at Benita Fitzgerald ES in Woodbridge. Aircare 2 (N427P) from KEZF just departed scene. Aircare 3 (N324PH) from KJYO landing now. Unknown reason for the 2 medevacs.;2018-01-27;0;2;-0.1
118;Prince William County Police Department;"STALKING AWARENESS MONTH:  The majority of stalking victims are stalked by someone they know: 61% of female victims &amp; 44% of male victims of stalking are stalked by a current or former intimate partner, 25% of female victims &amp; 32% of male victims are stalked by an acquaintance.";2018-01-27;5;7;0.028571428571428574
119;Michael Baccala;Our take: PwC's financial services update;2018-01-27;1;2;0
120;WPWAM;PwC Appeals Two-Year Audit Ban in India Because Consequences Are For Suckers And Little People And Audits Are Just Eyewash and Kickback Anyhow So Who Cares Really;2018-01-26;1;1;-0.09583333333333333
121;Narelle Height;Have you trouble managing your money? Well students at St Joseph’s Coalisland have the answer! @PwC_NI  @geoffbailiePwC  @joncom @seamuscushley  @chrisrclements @CCEA_info @YE_NI @MrsDMorrow;2018-01-26;2;4;-0.25
122;Narelle Height;Have trouble sleeping? Want to track your sleep patterns and get up on time? Well students at Hunter house have the answer! @PwC_NI  @geoffbailiePwC  @MrsDMorrow  @YE_NI  @CCEA_info @JustinEducation @seamuscushley;2018-01-26;3;7;-0.25
123;Narelle Height;Want to save money? Well students at Wellington College have the answer! @PwC_NI  @geoffbailiePwC  @YE_NI  @CCEA_info @seamuscushley @JustinEducation @Wellington_BT7;2018-01-26;1;4;0
124;Narelle Height;Do you go home to a cold house? Do you know how much oil you have? Students at St Kevin’s have the answer- Easy Heat! @geoffbailiePwC @PwC_NI  @MrsDMorrow @seamuscushley @JustinEducation  @YE_NI @CCEA_info @Education_Ire;2018-01-26;2;3;0.047222222222222256
125;Narelle Height;Do you struggle to revise?? Well students at St Joseph’s College have the answer! @PwC_NI  @geoffbailiePwC  @seamuscushley  @StJoesC @MrsDMorrow;2018-01-26;1;4;0
126;DLF;Discover how PwC find contentmarketing to be beneficial in updating their colleagues on what is happening internally through case-studies, blogs, and videos digitalmarketing;2018-01-26;2;2;0
127;PwC;Global clients partner Robert Swaak looks back at a fantastic week @Davos and shares two of his highlights. wef18 sharedfuture CEOSurvey ;2018-01-26;3;12;0.13333333333333333
128;Fox CSPD; Start your Friday off by talking to PwC!;2018-01-26;0;0;0
129;Graham Hambly;PwC could become embroiled in the BBC gender pay row. It's report into presenters' salaries will be published next week. The BBC's women campaign group have already said they will reject the findings in protest against the terms of referrance/methodology;2018-01-26;2;0;0
130;Damian Counsell;PricewaterhouseCoopers approach to Promoted Tweets is a little bit Kray Twins.PwC: The Auditors Who'll Make You An Offer You Can't Refuse.;2018-01-26;1;3;-0.1875
131;Jeffrey Johanns;PwC appeals two-year ban on audits in India;2018-01-26;2;2;0
132;Geoff Bailie PwC;Smart ideas in the @PwC_NI Dragon's Den for the Hive Tech Academy;2018-01-26;1;7;0.21428571428571427
133;Fayetteville PWC;MaintenanceAlerts Water construction crews will have traffic control devices in place at the intersection of Glensford Dr and Hope Mills Rd on Friday, Jan. 26th to complete water lateral abandonment. Motorists can expect lane closures in this area until repairs are completed.;2018-01-26;4;4;0.1
134;Big4now;Big4now SuperGreen UK @SuperGreenUK: PwC pledges to use 100% renewable energy by 2022: via @BusinessGreen PwC;2018-01-26;0;0;0
135;Startup Collider;Only 3 days left until this year’s @PwCPolska @PwCCEE @PWCCollider. 12 startups will participate in a 3-month-long acceleration with 4 weekly sprints - they will meet PwC mentors and experts who will guide them through the world of finance and innovation. @B_Tylman @MKwoska;2018-01-26;1;2;0
136;Bob Moritz;Big thank you to the whole @PwC team that once again worked so hard to make our week at wef18 such a success! TeamPwC teamworkmakesthedreamwork;2018-01-26;32;185;0.056666666666666664
137;Dean Farthing;Wondering how to get on the right track for IFRS17? Our e-learning will get your teams up to speed @PwC_UK;2018-01-26;2;1;0.2857142857142857
138;Going Concern;"Accounting News Roundup: PwC Appeals India Ban; Blockchain Names; Flying Cars and Sales Tax - (by @cnewquist)";2018-01-26;0;0;0
139;Karin Richards;"Steinhoff does not say when 2017 accounts &amp; prior year restatements will be released - to be confirmed in context of PwC process. As there are now only 3 business days remaining to end Jan we must assume the Frankfurt publication deadline will be missed.";2018-01-26;5;8;0.13333333333333333
140;PwC;Populism, tax burdens, regulations. These are just some of the issues keeping CEOs up at night. See more: CEOSurvey;2018-01-26;22;22;0.5
141;PwC China;The PwC Class of 2018 Offeree Celebrations were held in Beijing, Shanghai, Guangzhou, Shenzhen and Hong Kong earlier this month. Watch highlights.PwC PwCChina PwCHK TeamPwC PwCCampusRecruitment PwCGameChanger;2018-01-26;0;2;0
142;PwC;Migration and its impact on cities. An important issue that Hazem Galal, leader of PwC's cities network, spoke a lot about @Davos this week. Watch his recap... wef18 sharedfuture;2018-01-26;5;6;0.4
143;Jenny Outhwaite;Great night at the 6th @McrSoup event hosted at our amazing new offices by @PwC_NorthWest. Well done @Rachelkelly_PwC for all your hard work and to @CWATrafford for winning the dream prize;2018-01-25;5;6;0.348939393939394
144;PwC Indonesia;A SharedFuture in a fractured world. We asked CEOs about it. See what they told us: CEOSurvey ;2018-01-26;1;1;0
145;Lee Wilkinson;A cheeky FollowFriday to this bunch! @MarcTaylorAllan @nicola_b_turner @Harris3thatsme @Dlancefield @mjj_evans @janecforbes1 @tracey_groves1 @SkyHouseCo @ilkehomes @jomillerdonny @Rachelkelly_PwC @Morgans_Leeds;2018-01-26;1;7;0
146;Higher Level AAU;"HL/Woodbridge D. Hopkins who got Bluefield College offer leads PWC in scoring. Marcus Stephens drops to 2 (.5 behind Hopkins). Sharp shooter Ryan Wheatley of JPG tops 3-pt leaders followed by Jay Villani, M. Stephens &amp; a host of HL alum.";2018-01-25;5;8;-0.2625
147;Accountancy Age;PwC slapped with 2 year audit ban in India audit Big4;2018-01-26;2;1;0
148;Gill England;I just took PwC’s quiz on the futureofwork. I’m a Yellow World person – which world would you thrive in?;2018-01-25;0;1;0
149;DiploMix;Ambassades @AmbascienceUK: RT @robmccargow: Proud to be here @ifru_london with my @PwC_UK colleague, @MarcBena_UK, as he opens the NightofIdeas debate on ‘100 Years…;2018-01-25;0;0;0.8
150;Rick Telberg;PwC appeals two-year ban on audits in India;2018-01-25;0;0;0
151;PwC Thailand;AI probably won’t take your job. It will change it—and your company or employer. See PwC predictions for AI in 2018;2018-01-26;1;1;0
152;Kevin Ellis CBE;We've reduced our carbon footprint by nearly one third since 2007 and aim to further reduce our carbon footprint by 40% by 2022 ActingOnCarbon @PwC_UK;2018-01-26;11;25;0.03333333333333333
153;Mettā;Why did PwC accept bitcoin? Actually, we did not accept bitcoin because we really like it, absolutely not! We actually think that the whole economy and the use of cryptocurrency is here to stay, and we need to embrace it.- Duncan Fitzgerald, PwC FinTech lead Overheardatmetta;2018-01-26;0;5;0.1
154;Nicola Edwards;"One of the things I''m most proud about working for @PwC_UK''s Sales &amp; Marketing team is being part of such a strong network who nurture and encourage so we can all deliver our very best clientsinsightsoutcomes";2018-01-25;2;11;0.5466666666666666
155;PwC_EU_Services;PwC pledges to use 100 per cent renewable electricity by 2022 via @businessgreen;2018-01-26;0;0;0
156;PwC UK;What impact do leading UK CEOs see globalisation having on their business? Find out from our CEOSurvey interviews here:;2018-01-26;3;3;0
157;PwC Private Company;"Private cos must comply w/ the new rev rec standard too -- find out how &amp; why w/ PwC’s guidance:  ";2018-01-25;1;0;0.04545454545454545
158;Emily Carew-Gibbs;We’re at the MK Job Show today - come down and chat to us about our graduate and experiencedhire jobs...take the opportunity of a lifetime pwc @PwC_UK_Careers @MKJobShow;2018-01-26;2;5;-0.15555555555555556
159;Katie Pour;Great night @PwCPanto! What a show! WizardOfOz @PwC_UK;2018-01-25;1;5;1
160;Prince William County Police Department;Good morning Prince William friends. Horse Mounted Patrol would like to wish you a safe day!;2018-01-25;5;49;0.6625
161;Dorai Thodla;PwC and Accenture predict that the economic impact of AI on our society will approach $15 Trillion by 2030 and that no sector will remain untouched.;2018-01-25;2;5;0.2
162;Thibaut Loilier;PwC and Accenture predict that the economic impact of AI on our society will approach $15 Trillion by 2030;2018-01-25;1;0;0.2
163;PwC US;Which country has the highest percentage of CEOs that believe it is their responsibility to upskill their workforce?;2018-01-25;43;126;0
164;PwC_Luxembourg;The EuropeanCommission has presented the results of its Eurobarometer Survey, showing Luxembourg as one of the countries where the population is most trusted in the EU.Know more about it here cbpwcl;2018-01-25;2;1;0.5
165;PwC Isle of Man;All set for our Boardroom Agenda event this morning isleofman PwC;2018-01-25;1;1;0
166;PwC Malta;"FinancialCrime News - As of 1 Jan 2018 Malta implemented the provisions of Art 30 &amp; 31 of the 4th EU AML Directive in relation to beneficial ownership info. Read more at PwC";2018-01-25;1;0;0.5
167;PwC UK;Our UK Chairman and Senior Partner, @KevinJDEllis shares his views from @Davos after the launch of our 21st CEOSurvey earlier this week. Read more of our findings here:;2018-01-25;29;18;0.16666666666666666
168;PwC Isle of Man;Our Senior Assurance Manager James updates guests on The Big 3 IFRS 15, 9 and 16 PwC isleofman ;2018-01-25;1;4;0
169;PwC Azerbaijan;Dear Readers,We welcome you to read the 2018, 1st issue of PwC Azerbaijan Times;2018-01-25;0;0;0.8
170;PwC Singapore;Tonight, our Sr Manager, Joost Verbiest, walks STEM students through the bottom line of working in  @PwC_Singapore's - Solveimportantproblems XperiencePwCsg;2018-01-25;0;1;0
171;Anna Wallace;Our chairman @KevinJDEllis on how @PwC’s new tech degree apprenticeship is helping us address the digital talent shortage  CEOSurvey;2018-01-25;0;4;0.06818181818181818
172;PwC_Luxembourg;What GDPR means for ManagementCompanies and what are the main topics ManCos should be concerned about? @FredericVonner tells you in this video ampwcl ;2018-01-25;3;3;0.16666666666666666
173;PwC Isle of Man;"Next on this morning''s agenda our Tax Partner Kevin Cowley providing insights into recent &amp; potential future changes PwC isleofman";2018-01-25;0;2;0
174;PwC Ghana;Starting shortly Looking into 2018- strategic tax and reporting issues our Business School session for c-suites and board members openminds;2018-01-25;5;3;0
175;PWC_PD_Scanner;Vehicle crashed into a townhouse at 3651 Stewart Ln in Dumfries. Driver tried to flee the scene but was quickly detained.;2018-01-25;0;2;0.3333333333333333
176;Miss Perry;Some great work with @walbottlecampus Year 7 and 8 students at @VirginMoney this morning. Genome sequencing, football shirt design and sweet accountancy with @PwC. Thanks @NewcastleNE1Can STEMtastic;2018-01-25;5;13;0.44999999999999996
177;PwC Ghana;"Tax exempt income: ''5 yr holiday for qualifying young entrepreneurs &amp; location based incentives for next 5 yrs- George Kwatia, Tax Leader";2018-01-25;6;1;0.05
178;PwC Isle of Man;"GDPR is high on the business agenda. Alison Cregeen our Data Protection Leader addresses some of the myths &amp; misconceptions out there PwC isleofman";2018-01-25;0;2;0.16
179;Neil Sherlock CBE;Do read @KevinJDEllis on why setting clear targets has enabled @PwC_UK to make a real difference to our carbon footprint over last decade ActingOnCarbon;2018-01-25;14;25;0.09999999999999999
180;PwC Private Company;The January US jobsreport wasn’t great - but private companies say they want to hire: ;2018-01-25;2;2;0.4
181;Denise Saliola;Stay on top of the latest developments in accounting for TaxReform by reading PwC's FAQ: ;2018-01-24;4;1;0.5
182;Agnès Hussherr;Congratulations @PwC_LLP PwCproud diversity ;2018-01-24;2;4;0
183;Nicolas Bombourg;63% of consumers believe ArtificialIntelligence will solve complex problems, but AI needs a data strategy. pwc wef2018 wef18 davos ;2018-01-24;0;1;-0.3
185;Sue Cooke;Fantastic celebration today of Cornerstone employers @CareerEnt @LeedsCityRegion @PwC_Yorks_NE @BradfordOppArea;2018-01-24;4;9;0.4
186;PWC;At our meeting yesterday, we hosted two ladies from the UNT Money Management Center. They spoke to us about salary negotiation, which is said to be a contributing factor to the pay gap.;2018-01-24;5;7;-0.1
187;Tim Ryan;3 quotes from today. On leadership: a good leader is a good listener. On strategy: it's good to have a vision, but without a series of deliberate short term steps, the vision will not be achieved. And, on tech: get a toe in the water and learn! wef 2018 pwc  WeSeeEqual;2018-01-25;31;76;0.5249999999999999
188;Sridharan Nair;A night out with the @PwC_Malaysia Sports Club committee members, as a small thank you gesture for their efforts and passion in organising social and sports events for our ppl this past year. Salute you!;2018-01-24;2;17;-0.1763888888888889
